"Filename","New_Process_Name"
"iexpress.exe","c:\windows\system32\iexpress.exe"
"immersivetpmvscmgrsvr.exe","c:\windows\system32\immersivetpmvscmgrsvr.exe"
"infdefaultinstall.exe","c:\windows\system32\infdefaultinstall.exe"
"ipconfig.exe","c:\windows\system32\ipconfig.exe"
"iscsicli.exe","c:\windows\system32\iscsicli.exe"
"iscsicpl.exe","c:\windows\system32\iscsicpl.exe"
"ismserv.exe","c:\windows\system32\ismserv.exe"
"klist.exe","c:\windows\system32\klist.exe"
"ksetup.exe","c:\windows\system32\ksetup.exe"
"ktmutil.exe","c:\windows\system32\ktmutil.exe"
"ktpass.exe","c:\windows\system32\ktpass.exe"
"label.exe","c:\windows\system32\label.exe"
"launchtm.exe","c:\windows\system32\launchtm.exe"
"lbfoadmin.exe","c:\windows\system32\lbfoadmin.exe"
"ldifde.exe","c:\windows\system32\ldifde.exe"
"ldp.exe","c:\windows\system32\ldp.exe"
"licensingdiag.exe","c:\windows\system32\licensingdiag.exe"
"licensingui.exe","c:\windows\system32\licensingui.exe"
"locator.exe","c:\windows\system32\locator.exe"
"lodctr.exe","c:\windows\system32\lodctr.exe"
"logman.exe","c:\windows\system32\logman.exe"
"logoff.exe","c:\windows\system32\logoff.exe"
"logonui.exe","c:\windows\system32\logonui.exe"
"lpkinstall.exe","c:\windows\system32\lpkinstall.exe"
"lpksetup.exe","c:\windows\system32\lpksetup.exe"
"lpremove.exe","c:\windows\system32\lpremove.exe"
"lsass.exe","c:\windows\system32\lsass.exe"
"magnify.exe","c:\windows\system32\magnify.exe"
"makecab.exe","c:\windows\system32\makecab.exe"
"mcbuilder.exe","c:\windows\system32\mcbuilder.exe"
"mdres.exe","c:\windows\system32\mdres.exe"
"mdsched.exe","c:\windows\system32\mdsched.exe"
"mmc.exe","c:\windows\system32\mmc.exe"
"mountvol.exe","c:\windows\system32\mountvol.exe"
"mpnotify.exe","c:\windows\system32\mpnotify.exe"
"mrinfo.exe","c:\windows\system32\mrinfo.exe"
"mschedexe.exe","c:\windows\system32\mschedexe.exe"
"msconfig.exe","c:\windows\system32\msconfig.exe"
"msdt.exe","c:\windows\system32\msdt.exe"
"msdtc.exe","c:\windows\system32\msdtc.exe"
"msfeedssync.exe","c:\windows\system32\msfeedssync.exe"
"msg.exe","c:\windows\system32\msg.exe"
"mshta.exe","c:\windows\system32\mshta.exe"
"msiexec.exe","c:\windows\system32\msiexec.exe"
"msinfo32.exe","c:\windows\system32\msinfo32.exe"
"mspaint.exe","c:\windows\system32\mspaint.exe"
"msspellcheckinghost.exe","c:\windows\system32\msspellcheckinghost.exe"
"mstsc.exe","c:\windows\system32\mstsc.exe"
"mtedit.exe","c:\windows\system32\mtedit.exe"
"mtstocom.exe","c:\windows\system32\mtstocom.exe"
"muiunattend.exe","c:\windows\system32\muiunattend.exe"
"multidigimon.exe","c:\windows\system32\multidigimon.exe"
"napstat.exe","c:\windows\system32\napstat.exe"
"narrator.exe","c:\windows\system32\narrator.exe"
"nbtstat.exe","c:\windows\system32\nbtstat.exe"
"ndadmin.exe","c:\windows\system32\ndadmin.exe"
"net.exe","c:\windows\system32\net.exe"
"net1.exe","c:\windows\system32\net1.exe"
"netbtugc.exe","c:\windows\system32\netbtugc.exe"
"netcfg.exe","c:\windows\system32\netcfg.exe"
"netdom.exe","c:\windows\system32\netdom.exe"
"netevtfwdr.exe","c:\windows\system32\netevtfwdr.exe"
"netiougc.exe","c:\windows\system32\netiougc.exe"
"netplwiz.exe","c:\windows\system32\netplwiz.exe"
"netsh.exe","c:\windows\system32\netsh.exe"
"netstat.exe","c:\windows\system32\netstat.exe"
"newdev.exe","c:\windows\system32\newdev.exe"
"nltest.exe","c:\windows\system32\nltest.exe"
"notepad.exe","c:\windows\system32\notepad.exe"
"nslookup.exe","c:\windows\system32\nslookup.exe"
"ntdsutil.exe","c:\windows\system32\ntdsutil.exe"
"ntfrs.exe","c:\windows\system32\ntfrs.exe"
"ntfrsutl.exe","c:\windows\system32\ntfrsutl.exe"
"ntoskrnl.exe","c:\windows\system32\ntoskrnl.exe"
"ntprint.exe","c:\windows\system32\ntprint.exe"
"odbcad32.exe","c:\windows\system32\odbcad32.exe"
"odbcconf.exe","c:\windows\system32\odbcconf.exe"
"openfiles.exe","c:\windows\system32\openfiles.exe"
"openwith.exe","c:\windows\system32\openwith.exe"
"osk.exe","c:\windows\system32\osk.exe"
"pathping.exe","c:\windows\system32\pathping.exe"
"pcaui.exe","c:\windows\system32\pcaui.exe"
"pcwrun.exe","c:\windows\system32\pcwrun.exe"
"perfmon.exe","c:\windows\system32\perfmon.exe"
"phoneactivate.exe","c:\windows\system32\phoneactivate.exe"
"pickerhost.exe","c:\windows\system32\pickerhost.exe"
"ping.exe","c:\windows\system32\ping.exe"
"pkgmgr.exe","c:\windows\system32\pkgmgr.exe"
"plasrv.exe","c:\windows\system32\plasrv.exe"
"pnpunattend.exe","c:\windows\system32\pnpunattend.exe"
"pnputil.exe","c:\windows\system32\pnputil.exe"
"poqexec.exe","c:\windows\system32\poqexec.exe"
"powercfg.exe","c:\windows\system32\powercfg.exe"
"presentationhost.exe","c:\windows\system32\presentationhost.exe"
"prevhost.exe","c:\windows\system32\prevhost.exe"
"print.exe","c:\windows\system32\print.exe"
"printdialoghost.exe","c:\windows\system32\printdialoghost.exe"
"printfilterpipelinesvc.exe","c:\windows\system32\printfilterpipelinesvc.exe"
"printisolationhost.exe","c:\windows\system32\printisolationhost.exe"
"printui.exe","c:\windows\system32\printui.exe"
"proquota.exe","c:\windows\system32\proquota.exe"
"psr.exe","c:\windows\system32\psr.exe"
"qappsrv.exe","c:\windows\system32\qappsrv.exe"
"qprocess.exe","c:\windows\system32\qprocess.exe"
"query.exe","c:\windows\system32\query.exe"
"quser.exe","c:\windows\system32\quser.exe"
"qwinsta.exe","c:\windows\system32\qwinsta.exe"
"rasautou.exe","c:\windows\system32\rasautou.exe"
"rasdial.exe","c:\windows\system32\rasdial.exe"
"rasphone.exe","c:\windows\system32\rasphone.exe"
"rdpclip.exe","c:\windows\system32\rdpclip.exe"
"rdpinit.exe","c:\windows\system32\rdpinit.exe"
"rdpinput.exe","c:\windows\system32\rdpinput.exe"
"rdpsa.exe","c:\windows\system32\rdpsa.exe"
"rdpsaproxy.exe","c:\windows\system32\rdpsaproxy.exe"
"rdpsauachelper.exe","c:\windows\system32\rdpsauachelper.exe"
"rdpshell.exe","c:\windows\system32\rdpshell.exe"
"rdpsign.exe","c:\windows\system32\rdpsign.exe"
"rdspnf.exe","c:\windows\system32\rdspnf.exe"
"reagentc.exe","c:\windows\system32\reagentc.exe"
"recover.exe","c:\windows\system32\recover.exe"
"redircmp.exe","c:\windows\system32\redircmp.exe"
"redirusr.exe","c:\windows\system32\redirusr.exe"
"reg.exe","c:\windows\system32\reg.exe"
"regedt32.exe","c:\windows\system32\regedt32.exe"
"regini.exe","c:\windows\system32\regini.exe"
"register-cimprovider.exe","c:\windows\system32\register-cimprovider.exe"
"regsvr32.exe","c:\windows\system32\regsvr32.exe"
"rekeywiz.exe","c:\windows\system32\rekeywiz.exe"
"relog.exe","c:\windows\system32\relog.exe"
"relpost.exe","c:\windows\system32\relpost.exe"
"rendom.exe","c:\windows\system32\rendom.exe"
"repadmin.exe","c:\windows\system32\repadmin.exe"
"replace.exe","c:\windows\system32\replace.exe"
"reset.exe","c:\windows\system32\reset.exe"
"resmon.exe","c:\windows\system32\resmon.exe"
"rmactivate.exe","c:\windows\system32\rmactivate.exe"
"rmactivate_isv.exe","c:\windows\system32\rmactivate_isv.exe"
"rmactivate_ssp.exe","c:\windows\system32\rmactivate_ssp.exe"
"rmactivate_ssp_isv.exe","c:\windows\system32\rmactivate_ssp_isv.exe"
"rmclient.exe","c:\windows\system32\rmclient.exe"
"rmttpmvscmgrsvr.exe","c:\windows\system32\rmttpmvscmgrsvr.exe"
"robocopy.exe","c:\windows\system32\robocopy.exe"
"route.exe","c:\windows\system32\route.exe"
"rpcping.exe","c:\windows\system32\rpcping.exe"
"rsopprov.exe","c:\windows\system32\rsopprov.exe"
"runas.exe","c:\windows\system32\runas.exe"
"rundll32.exe","c:\windows\system32\rundll32.exe"
"runlegacycplelevated.exe","c:\windows\system32\runlegacycplelevated.exe"
"runonce.exe","c:\windows\system32\runonce.exe"
"runtimebroker.exe","c:\windows\system32\runtimebroker.exe"
"rwinsta.exe","c:\windows\system32\rwinsta.exe"
"sacsess.exe","c:\windows\system32\sacsess.exe"
"sc.exe","c:\windows\system32\sc.exe"
"schtasks.exe","c:\windows\system32\schtasks.exe"
"scshost.exe","c:\windows\system32\scshost.exe"
"scss.exe","c:\windows\system32\scss.exe"
"scw.exe","c:\windows\system32\scw.exe"
"scwcmd.exe","c:\windows\system32\scwcmd.exe"
"scwviewer.exe","c:\windows\system32\scwviewer.exe"
"sdbinst.exe","c:\windows\system32\sdbinst.exe"
"sdiagnhost.exe","c:\windows\system32\sdiagnhost.exe"
"secedit.exe","c:\windows\system32\secedit.exe"
"secinit.exe","c:\windows\system32\secinit.exe"
"serverceipoptin.exe","c:\windows\system32\serverceipoptin.exe"
"servermanager.exe","c:\windows\system32\servermanager.exe"
"servermanagerlauncher.exe","c:\windows\system32\servermanagerlauncher.exe"
"servertelemetryconfig.exe","c:\windows\system32\servertelemetryconfig.exe"
"serverweroptin.exe","c:\windows\system32\serverweroptin.exe"
"services.exe","c:\windows\system32\services.exe"
"sessionmsg.exe","c:\windows\system32\sessionmsg.exe"
"sethc.exe","c:\windows\system32\sethc.exe"
"setres.exe","c:\windows\system32\setres.exe"
"setspn.exe","c:\windows\system32\setspn.exe"
"setupcl.exe","c:\windows\system32\setupcl.exe"
"setupugc.exe","c:\windows\system32\setupugc.exe"
"setx.exe","c:\windows\system32\setx.exe"
"sfc.exe","c:\windows\system32\sfc.exe"
"shrpubw.exe","c:\windows\system32\shrpubw.exe"
"shutdown.exe","c:\windows\system32\shutdown.exe"
"sigverif.exe","c:\windows\system32\sigverif.exe"
"slui.exe","c:\windows\system32\slui.exe"
"smartscreensettings.exe","c:\windows\system32\smartscreensettings.exe"
"smss.exe","c:\windows\system32\smss.exe"
"sndvol.exe","c:\windows\system32\sndvol.exe"
"snmptrap.exe","c:\windows\system32\snmptrap.exe"
"sort.exe","c:\windows\system32\sort.exe"
"spaceagent.exe","c:\windows\system32\spaceagent.exe"
"spoolsv.exe","c:\windows\system32\spoolsv.exe"
"sppextcomobj.exe","c:\windows\system32\sppextcomobj.exe"
"sppsvc.exe","c:\windows\system32\sppsvc.exe"
"subst.exe","c:\windows\system32\subst.exe"
"svchost.exe","c:\windows\system32\svchost.exe"
"sxstrace.exe","c:\windows\system32\sxstrace.exe"
"synchost.exe","c:\windows\system32\synchost.exe"
"syskey.exe","c:\windows\system32\syskey.exe"
"systeminfo.exe","c:\windows\system32\systeminfo.exe"
"systempropertiesadvanced.exe","c:\windows\system32\systempropertiesadvanced.exe"
"systempropertiescomputername.exe","c:\windows\system32\systempropertiescomputername.exe"
"systempropertiesdataexecutionprevention.exe","c:\windows\system32\systempropertiesdataexecutionprevention.exe"
"systempropertieshardware.exe","c:\windows\system32\systempropertieshardware.exe"
"systempropertiesperformance.exe","c:\windows\system32\systempropertiesperformance.exe"
"systempropertiesprotection.exe","c:\windows\system32\systempropertiesprotection.exe"
"systempropertiesremote.exe","c:\windows\system32\systempropertiesremote.exe"
"systray.exe","c:\windows\system32\systray.exe"
"tabcal.exe","c:\windows\system32\tabcal.exe"
"takeown.exe","c:\windows\system32\takeown.exe"
"tapiunattend.exe","c:\windows\system32\tapiunattend.exe"
"taskeng.exe","c:\windows\system32\taskeng.exe"
"taskhost.exe","c:\windows\system32\taskhost.exe"
"taskhostex.exe","c:\windows\system32\taskhostex.exe"
"taskkill.exe","c:\windows\system32\taskkill.exe"
"tasklist.exe","c:\windows\system32\tasklist.exe"
"taskmgr.exe","c:\windows\system32\taskmgr.exe"
"tcmsetup.exe","c:\windows\system32\tcmsetup.exe"
"tcpsvcs.exe","c:\windows\system32\tcpsvcs.exe"
"thumbnailextractionhost.exe","c:\windows\system32\thumbnailextractionhost.exe"
"tieringengineservice.exe","c:\windows\system32\tieringengineservice.exe"
"timeout.exe","c:\windows\system32\timeout.exe"
"tpminit.exe","c:\windows\system32\tpminit.exe"
"tpmvscmgr.exe","c:\windows\system32\tpmvscmgr.exe"
"tpmvscmgrsvr.exe","c:\windows\system32\tpmvscmgrsvr.exe"
"tracerpt.exe","c:\windows\system32\tracerpt.exe"
"tracert.exe","c:\windows\system32\tracert.exe"
"transformationrulesparser.exe","c:\windows\system32\transformationrulesparser.exe"
"tscon.exe","c:\windows\system32\tscon.exe"
"tsdiscon.exe","c:\windows\system32\tsdiscon.exe"
"tsecimp.exe","c:\windows\system32\tsecimp.exe"
"tskill.exe","c:\windows\system32\tskill.exe"
"tstheme.exe","c:\windows\system32\tstheme.exe"
"tswbprxy.exe","c:\windows\system32\tswbprxy.exe"
"typeperf.exe","c:\windows\system32\typeperf.exe"
"tzsync.exe","c:\windows\system32\tzsync.exe"
"tzutil.exe","c:\windows\system32\tzutil.exe"
"ucsvc.exe","c:\windows\system32\ucsvc.exe"
"ui0detect.exe","c:\windows\system32\ui0detect.exe"
"unlodctr.exe","c:\windows\system32\unlodctr.exe"
"upnpcont.exe","c:\windows\system32\upnpcont.exe"
"useraccountbroker.exe","c:\windows\system32\useraccountbroker.exe"
"useraccountcontrolsettings.exe","c:\windows\system32\useraccountcontrolsettings.exe"
"userinit.exe","c:\windows\system32\userinit.exe"
"utilman.exe","c:\windows\system32\utilman.exe"
"vaultcmd.exe","c:\windows\system32\vaultcmd.exe"
"vds.exe","c:\windows\system32\vds.exe"
"vdsldr.exe","c:\windows\system32\vdsldr.exe"
"verclsid.exe","c:\windows\system32\verclsid.exe"
"verifier.exe","c:\windows\system32\verifier.exe"
"vssadmin.exe","c:\windows\system32\vssadmin.exe"
"vssuirun.exe","c:\windows\system32\vssuirun.exe"
"vssvc.exe","c:\windows\system32\vssvc.exe"
"w32tm.exe","c:\windows\system32\w32tm.exe"
"waitfor.exe","c:\windows\system32\waitfor.exe"
"wallpaperhost.exe","c:\windows\system32\wallpaperhost.exe"
"wecutil.exe","c:\windows\system32\wecutil.exe"
"werfault.exe","c:\windows\system32\werfault.exe"
"werfaultsecure.exe","c:\windows\system32\werfaultsecure.exe"
"wermgr.exe","c:\windows\system32\wermgr.exe"
"wevtutil.exe","c:\windows\system32\wevtutil.exe"
"wextract.exe","c:\windows\system32\wextract.exe"
"where.exe","c:\windows\system32\where.exe"
"whoami.exe","c:\windows\system32\whoami.exe"
"wimserv.exe","c:\windows\system32\wimserv.exe"
"wininit.exe","c:\windows\system32\wininit.exe"
"winload.exe","c:\windows\system32\winload.exe"
"winlogon.exe","c:\windows\system32\winlogon.exe"
"winresume.exe","c:\windows\system32\winresume.exe"
"winrs.exe","c:\windows\system32\winrs.exe"
"winrshost.exe","c:\windows\system32\winrshost.exe"
"winver.exe","c:\windows\system32\winver.exe"
"wkspbroker.exe","c:\windows\system32\wkspbroker.exe"
"wksprt.exe","c:\windows\system32\wksprt.exe"
"wlrmdr.exe","c:\windows\system32\wlrmdr.exe"
"wowreg32.exe","c:\windows\system32\wowreg32.exe"
"write.exe","c:\windows\system32\write.exe"
"wscript.exe","c:\windows\system32\wscript.exe"
"wsmanhttpconfig.exe","c:\windows\system32\wsmanhttpconfig.exe"
"wsmprovhost.exe","c:\windows\system32\wsmprovhost.exe"
"wsqmcons.exe","c:\windows\system32\wsqmcons.exe"
"wuapp.exe","c:\windows\system32\wuapp.exe"
"wuauclt.exe","c:\windows\system32\wuauclt.exe"
"wudfhost.exe","c:\windows\system32\wudfhost.exe"
"wusa.exe","c:\windows\system32\wusa.exe"
"wwahost.exe","c:\windows\system32\wwahost.exe"
"xcopy.exe","c:\windows\system32\xcopy.exe"
"xwizard.exe","c:\windows\system32\xwizard.exe"
"bfsvc.exe","c:\windows\bfsvc.exe"
"explorer.exe","c:\windows\explorer.exe"
"helppane.exe","c:\windows\helppane.exe"
"hh.exe","c:\windows\hh.exe"
"regedit.exe","c:\windows\regedit.exe"
"splwow64.exe","c:\windows\splwow64.exe"
"winhlp32.exe","c:\windows\winhlp32.exe"
"write.exe","c:\windows\write.exe"
